source_database,source_file,record_type,title,abstract,journal,year,authors,doi,pmid,accession_number,query_id
wos,WoS-queryA4.ris,JOUR,Septic Shock Secondary to a Pyogenic Liver Abscess Following Complicated Appendicitis,"Pyogenic liver abscesses (PLAs) are a rare condition in North America and Europe and, rarer still, the cause of septic shock. This case report will describe the rare occurrence of a PLA producing septic shock in a 36-year-old male residing in the United Kingdom following a case of complicated appendicitis.",CUREUS JOURNAL OF MEDICAL SCIENCE,2021,"Kokayi, A",10.7759/cureus.18359,,WOS:000705079600018,A
wos,WoS-queryA4.ris,JOUR,End-of-life care in German and Dutch nursing homes: a cross-sectional study on nursing home staff's perspective in 2022,"Background As society ages, the need for nursing home care is steadily increasing and end-of-life care of nursing home residents has become increasingly more important. End-of-life care differs between Germany and the neighbouring Netherlands. For example, a much higher proportion of German compared to Dutch nursing home residents is hospitalized at the end of life. Therefore, the aim of this study was to evaluate end-of-life care in German and Dutch nursing homes.Methods In this cross-sectional study, a postal survey was sent to 600 randomly selected German and Dutch nursing homes each and addressed to the nursing staff management. Participants were asked to estimate the percentage of nursing home residents whose wishes for emergency situations (e.g. cardiopulmonary resuscitation) are known and to indicate whether facilities offer advanced care planning (ACP). They were also asked to estimate whether general practitioners (GPs)/elder care physicians (ECPs) and nursing home staff are usually well trained for end-of-life care. Finally, participants were asked to estimate the proportion of nursing home residents who die in hospital rather than in the nursing home and to rate overall end-of-life care provision.Results A total of 301 questionnaires were included in the analysis; 199 from German and 102 from Dutch nursing homes (response 33.2% and 17.0%). German participants estimated that 20.5% of residents die in the hospital in contrast to the Dutch estimation of 5.9%. In German nursing homes, ACP is offered less often (39.2% in Germany, 75.0% in the Netherlands) and significantly fewer wishes for emergency situations of residents were known than in Dutch nursing homes. GPs were considered less well-trained for end-of-life care in Germany. The most important measures to improve end-of-life care were comparable in both countries.Conclusion Differences in (the delivery and knowledge of) end-of-life care between Germany and the Netherlands could be observed in this study. These could be due to structural differences (ECPs available 24/7 in the majority of Dutch nursing homes) and cultural differences (more discussion on quality of life versus life-sustaining treatments in the Netherlands). Due to these differences, a country-specific approach is necessary to improve end-of-life care.",ARCHIVES OF PUBLIC HEALTH,2024,"Bauer, AK; Fassmer, AM; Zuidema, SU; Janus, SIM; Hoffmann, F",10.1186/s13690-024-01316-2,,WOS:001248038400002,A
wos,WoS-queryA4.ris,JOUR,Outcomes of transcatheter aortic valve replacement in patients with cardiogenic shock,"Aims The safety and efficacy of transcatheter aortic valve replacement (TAVR) with contemporary balloon expandable transcatheter valves in patients with cardiogenic shock (CS) remain largely unknown. In this study, the TAVRs performed for CS between June 2015 and September 2022 using SAPIEN 3 and SAPIEN 3 Ultra bioprosthesis from the Society of Thoracic Surgeons/American College of Cardiology Transcatheter Valve Therapy Registry were analysed. Methods and results CS was defined as: (i) coding of CS within 24 h on Transcatheter Valve Therapy Registry form; and/or (ii) pre-procedural use of inotropes or mechanical circulatory support devices and/or (iii) cardiac arrest within 24 h prior to TAVR. The control group was comprised of all the other patients undergoing TAVR. Baseline characteristics, all-cause mortality, and major complications at 30-day and 1-year outcomes were reported. Landmark analysis was performed at 30 days post-TAVR. Cox-proportional multivariable analysis was performed to determine the predictors of all-cause mortality at 1 year. A total of 309 505 patients underwent TAVR with balloon-expandable valves during the study period. Of these, 5006 patients presented with CS prior to TAVR (1.6%). The mean Society of Thoracic Surgeons score was 10.76 & PLUSMN; 10.4. The valve was successfully implanted in 97.9% of patients. Technical success according to Valve Academic Research Consortium-3 criteria was 94.5%. In a propensity-matched analysis, CS was associated with higher in-hospital (9.9% vs. 2.7%), 30-day (12.9% vs. 4.9%), and 1-year (29.7% vs. 22.6%) mortality compared to the patients undergoing TAVR without CS. In the landmark analysis after 30 days, the risk of 1-year mortality was similar between the two groups [hazard ratio (HR) 1.07, 95% confidence interval (CI) 0.95-1.21]. Patients who were alive at 1 year noted significant improvements in functional class (Class I/II 89%) and quality of life (& UDelta;KCCQ score +50). In the multivariable analysis, older age (HR 1.02, 95% CI 1.02-1.03), peripheral artery disease (HR 1.25, 95% CI 1.06-1.47), prior implantation of an implantable cardioverter-defibrillator (HR 1.37, 95% CI 1.07-1.77), patients on dialysis (HR 2.07, 95% CI 1.69-2.53), immunocompromised status (HR 1.33, 95% CI 1.05-1.69), New York Heart Association class III/IV symptoms (HR 1.50, 95% CI 1.06-2.12), lower aortic valve mean gradient, lower albumin levels, lower haemoglobin levels, and lower Kansas City Cardiomyopathy Questionnaire scores were independently associated with 1-year mortality. Conclusion This large observational real-world study demonstrates that the TAVR is a safe and effective treatment for aortic stenosis patients presenting with CS. Patients who survived the first 30 days after TAVR had similar mortality rates to those who were not in CS.",EUROPEAN HEART JOURNAL,2023,"Goel, K; Shah, P; Jones, BM; Korngold, E; Bhardwaj, A; Kar, B; Barker, C; Szerlip, M; Smalling, R; Dhoble, A",10.1093/eurheartj/ehad387,,WOS:001029460200001,A
wos,WoS-queryA4.ris,JOUR,Extracorporeal membrane oxygenation support after the Fontan operation,"Objective: Extracorporeal membrane oxygenation has been used to support children with cardiac failure after the Fontan operation. Mortality is high, and causes of mortality remain unclear. We evaluated the in-hospital mortality and factors associated with mortality in these patients.",JOURNAL OF THORACIC AND CARDIOVASCULAR SURGERY,2011,"Rood, KL; Teele, SA; Barrett, CS; Salvin, JW; Rycus, PT; Fynn-Thompson, F; Laussen, PC; Thiagarajan, RR",10.1016/j.jtcvs.2010.11.050,,WOS:000293882100020,A
wos,WoS-queryA4.ris,JOUR,Medical interventions for children with trisomy 13 and trisomy 18: what is the value of a short disabled life?,"Children with trisomy 13 and trisomy 18 (T13 or T18) have low survival rates, and survivors have significant disabilities. Life saving interventions (LSIs) are generally not recommended by many healthcare providers (HCPs). After a diagnosis of T13 or T18, many parents chose termination of pregnancy or comfort care at birth, but others consider treatment to prolong the lives of their children. While LSIs may be effective at prolonging the life of some children, the quality of life of survivors and the possible burden on the family may be considered negatively by HCP, which may lead to conflicts with families. Resource allocation considerations are often invoked to withhold LSI for T13 or T18 even though they are seldom mentioned for older patients with comparable outcomes.",ACTA PAEDIATRICA,2013,"Janvier, A; Watkins, A",10.1111/apa.12424,,WOS:000330040100014,A
wos,WoS-queryA4.ris,JOUR,One-year survival of patients with a prolonged ICU stay after cardiac surgery -: Predictors for a bad prognosis,"Background: In particular in elderly patients, complicated cardiac surgery is often associated with a prolonged postoperative ICU stay and an uncertain prognosis. The aim of this study was to determine the one-year survival of such patients, and to identify predictors of a poor prognosis.",ANASTHESIOLOGIE & INTENSIVMEDIZIN,2007,"Schöttler, J; Petersen, S; Böning, A; Schoeneich, F; Haake, N; Ernst, M; Cremer, J",,,WOS:000245172500001,A
wos,WoS-queryA4.ris,JOUR,Bridge-to-recovery strategy using extracorporeal membrane oxygenation for critical pulmonary hypertension complicated with cardiogenic shock,OBJECTIVES: Studies on mechanical-medical bridging for decompensated pulmonary hypertension (PH) are limited. We analysed the outcomes for critical PH patients who underwent extracorporeal membrane oxygenation (ECMO) support using a bridge-to-recovery (BTR) strategy. This study aimed to identify prognostic factors of BTR and evaluate the outcomes of survivors.,INTERACTIVE CARDIOVASCULAR AND THORACIC SURGERY,2015,"Tsai, MT; Hsu, CH; Luo, CY; Hu, YN; Roan, JN",10.1093/icvts/ivv070,,WOS:000357527800011,A
wos,WoS-queryA4.ris,JOUR,AUGMENTED PASSIVE IMMUNOTHERAPY WITH P4 PEPTIDE IMPROVES PHAGOCYTE ACTIVITY IN SEVERE SEPSIS,"Introduction: Antimicrobial resistance threatens to undermine treatment of severe infection; new therapeutic strategies are urgently needed. Preclinical work shows that augmented passive immunotherapy with P4 peptide increases phagocytic activity and shows promise as a novel therapeutic strategy. Our aim was to determine ex vivo P4 activity in a target population of patients admitted to critical care with severe infection. Methods: We prospectively recruited UK critical care unit patients with severe sepsis and observed clinical course (>= 3 months postdischarge). Blood samples were taken in early (<= 48 h postdiagnosis, n = 54), latent (7 days postdiagnosis, n = 39), and convalescent (3-6 months postdiagnosis, n = 18) phases of disease. The primary outcome measure was killing of opsonized Streptococcus pneumoniae by neutrophils with and without P4 peptide stimulation. We also used a flow cytometric whole blood phagocytosis assay to determine phagocyte association and oxidation of intraphagosomal reporter beads. Results: P4 peptide increased neutrophil killing of opsonized pneumococci by 8.6% (confidence interval 6.35-10.76, P< 0.001) in all phases of sepsis, independent of infection source and microbiological status. This represented a 54.9% increase in bacterial killing compared with unstimulated neutrophils (15.6%) in early phase samples. Similarly, P4 peptide treatment significantly increased neutrophil and monocyte intraphagosomal reporter bead association and oxidation, independent of infection source. Conclusions: We have extended preclinical work to demonstrate that P4 peptide significantly increases phagocytosis and bacterial killing in samples from a target patient population with severe sepsis. This study supports the rationale for augmented passive immunotherapy as a therapeutic strategy in severe sepsis.",SHOCK,2016,"Morton, B; Mitsi, E; Pennington, SH; Reine, J; Wright, AD; Parker, R; Welters, ID; Blakey, JD; Rajam, G; Ades, EW; Ferreira, DM; Wang, D; Kadioglu, A; Gordon, SB",10.1097/SHK.0000000000000715,,WOS:000388497900006,A
wos,WoS-queryA4.ris,JOUR,The Impact of a Machine Learning Early Warning Score on Hospital Mortality: A Multicenter Clinical Intervention Trial,"OBJECTIVES: To determine the impact of a machine learning early warning risk score, electronic Cardiac Arrest Risk Triage (eCART), on mortality for elevated-risk adult inpatients. DESIGN: A pragmatic pre- and post-intervention study conducted over the same 10-month period in 2 consecutive years. SETTING: Four-hospital community-academic health system. PATIENTS: All adult patients admitted to a medical-surgical ward. INTERVENTIONS: During the baseline period, clinicians were blinded to eCART scores. During the intervention period, scores were presented to providers. Scores greater than or equal to 95th percentile were designated high risk prompting a physician assessment for ICU admission. Scores between the 89th and 95th percentiles were designated intermediate risk, triggering a nurse-directed workflow that included measuring vital signs every 2 hours and contacting a physician to review the treatment plan. MEASUREMENTS AND MAIN RESULTS: The primary outcome was all-cause inhospital mortality. Secondary measures included vital sign assessment within 2 hours, ICU transfer rate, and time to ICU transfer. A total of 60,261 patients were admitted during the study period, of which 6,681 (11.1%) met inclusion criteria (baseline period n = 3,191, intervention period n = 3,490). The intervention period was associated with a significant decrease in hospital mortality for the main cohort (8.8% vs 13.9%; p < 0.0001; adjusted odds ratio [OR], 0.60 [95% CI, 0.52-0.71]). A significant decrease in mortality was also seen for the average-risk cohort not subject to the intervention (0.49% vs 0.26%; p < 0.05; adjusted OR, 0.53 [95% CI, 0.41-0.74]). In subgroup analysis, the benefit was seen in both high- (17.9% vs 23.9%; p = 0.001) and intermediate-risk (2.0% vs 4.0 %; p = 0.005) patients. The intervention period was also associated with a significant increase in ICU transfers, decrease in time to ICU transfer, and increase in vital sign reassessment within 2 hours. CONCLUSIONS: Implementation of a machine learning early warning score-driven protocol was associated with reduced inhospital mortality, likely driven by earlier and more frequent ICU transfer.",CRITICAL CARE MEDICINE,2022,"Winslow, CJ; Edelson, DP; Churpek, MM; Taneja, M; Shah, NS; Datta, A; Wang, CH; Ravichandran, U; McNulty, P; Kharasch, M; Halasyamani, LK",10.1097/CCM.0000000000005492,,WOS:000841922100026,A
wos,WoS-queryA4.ris,JOUR,Improving prediction accuracy of hospital arrival vital signs using a multi-output machine learning model: a retrospective study of JSAS-registry data,"BackgroundCritically ill patients can deteriorate rapidly; therefore, prompt prehospital interventions and seamless transition to in-hospital care upon arrival are crucial for improving survival. In Japan, helicopter emergency medical services (HEMS) complement general emergency medical services (GEMS) by providing on-site care, reducing transport times, and aiding facility selection. Vital signs at hospital arrival determine initial management, but existing models are poor at predicting them, especially in patients receiving continuous interventions from both GEMS and HEMS. Therefore, we developed a machine-learning model to accurately predict the actual values of vital signs at hospital arrival using limited patient characteristic data and prehospital vital signs.MethodsUsing data from the Japanese Society for Aeromedical Services registry, we retrospectively analyzed data from patients aged >= 18 years transported by HEMS between April 2020 and March 2022. Patients with cardiac arrest during transport, missing vital signs, and data inconsistencies were excluded. The predictive model used prehospital vital signs from GEMS and HEMS contact times, demographic characteristics, and intervention information. The primary outcome was the actual values of vital signs measured at hospital arrival. After data preprocessing, we constructed a deep neural network multi-output regression model using Bayesian optimization. Model performance was assessed by comparing the predicted values with the actual hospital arrival measurements using mean absolute error, R-2 score, residual standard deviation, and Spearman's correlation coefficient. Additionally, the NN model's performance was compared with alternative methods, namely HEMS contact values and change-based predictions derived solely from prehospital data.ResultsThe study included 10,478 patients (median age 70 years; 69% male). The model achieved mean absolute errors of 7.1 bpm for heart rate, 15.7 mmHg for systolic blood pressure, 10.8 mmHg for diastolic blood pressure, 2.9 breaths/min for respiratory rate, and 0.62 points for Glasgow Coma Scale score. The Spearman's correlation coefficients ranged from 0.54 to 0.86. The model outperformed other methods, especially for R-2 scores and residual standard deviations, demonstrating its superior ability to predict actual vital signs values.ConclusionThe multi-output regression model accurately predicted the actual values of vital signs measured at hospital arrival using limited prehospital information, demonstrating the effectiveness of advanced modeling techniques.",BMC EMERGENCY MEDICINE,2025,"Kawai, Y; Yamamoto, K; Tsuruta, K; Miyazaki, K; Asai, H; Fukushima, H",10.1186/s12873-025-01233-9,,WOS:001487365700002,A
